item,projeto_id_fiotec,titulo_projeto,objetivo_geral,coordenador_geral,coordenacao,numero_processo,tipo_instrumento_contratual,parceiro,categoria_teds,numero_instrumento_contratual,natureza_projeto,data_inicio_vigencia,data_fim_vigencia,eixo_mapa_estrategico_fiocruz,valor_total_projetos,recurso_liberado,recurso_a_receber,total_realizado,total_comprometido,saldo_total_atual,saldo_calculado,diferenca_saldo,percentual_realizado_sobre_liberado,percentual_receber_sobre_total
1,GEREB-005-FEX-20,"Saúde Digital Para O Enfrentamento Da Covid-19 Nos Territõrios Do Distrito Federal (Fap, Fiotec. Fiocruz)","Apoiar A Execução E O Desenvolvimento De Projetos E Ações De Pesquisa, Inovação E Extensão Voltadas Para: I) O Desenvolvimento E Incorporação De Tecnologias Digitais Para O Diagnóstico, O Tratamento Da Infecção Causada Pelo Covid-19 E A Prevenção Com Maior Precisão Das Ações De Contenção Do Surto Nos Territórios; Ii) Capacitação Da Força De Trabalho Para Atuar No Ambiente De Saúde Digital E, Iii) Fomento Da Rede Cooperativa De Ciência E Tecnologia Da Cadeia De Inovação Digital Do Df Para O Desenvolvimento De Pesquisas Tecnológicas De Enfrentamento De Doenças Infectocontagiosas, Contribuindo Para A Cooperação Entre A Fiocruz, A Secretaria De Estado De Saúde Do Distrito Federa, A Fap/Df E Outros Parceiros.",Wagner De Jesus Martins,COLABORATÓRIO,25027.000032/2020-90,CONVÊNIO PD&I,FAP/DF,,59/2020,Desenvolvimento Científico E/Ou Tecnológico/ Estímulo À Inovação,2020-06-01,2027-04-27,Inovação E Complexo Produtivo Em Saúde,10000000.00,12562334.71,0.00,10402178.19,403813.65,1756342.87,1756342.87,0.00,82.80,0.00
2,GEREB-008-FIO-20,"Gestão E Governança No Campo Da Ciência, Tecnologia E Inovação Em Saúde (Ct&Is)","Contribuir Para A Produção De Conhecimento E Para O Desenvolvimento De Capacidades E Ferramentas Atrelados Ao Aprimoramento Da Gestão E Ao Aumento Da Capacidade De Governança No Campo Da Ciência, Tecnologia E Inovação Em Saúde (Ct&Is).",José Antonio Silvestre Fernandes Neto,GABINETE,25027.000046/2020-11,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,50/2020,Pesquisa,2020-08-12,2026-08-05,"Ciência, Tecnologia, Saúde E Sociedade",31103328.00,31201903.22,0.00,31200658.24,0.00,1244.98,1244.98,0.00,100.00,0.00
3,GEREB-022-FIO-20,Educação Para O Desenvolvimento Dos Servidores Públicos Federais Do Ministério Da Saúde.,"Promover O Desenvolvimento De Pessoas, De Acordo Com O Plano De Desenvolvimento De Pessoas (Pdp) Do Ministério Da Saúde (Ms), Por Meio De Atividades Educacionais.",Luciana Sepúlveda Köptcke,EGF,25027.000200/2020-47,TED,MINISTÉRIO DA SAÚDE,TED MS,109/2020,Ensino,2020-12-29,2026-12-01,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",4291963.00,4517324.30,41292.00,4229365.19,218644.55,69314.56,69314.56,0.00,93.63,0.96
4,GEREB-013-FIO-21,Gestão Estratégica Para Acesso E Qualidade Da Assistência Farmacêutica No Sus.,Contribuir Com As Ações Que Visam A Efetividade Da Gestão Estratégica E Para O Aperfeiçoamento Da Assistência Farmacêutica No Sus.,Daniella Cristina Rodrigues Pereira,NEAD,25027.000166/2021-91,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,52/2021,Extensão,2021-12-10,2026-11-30,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",55407026.00,59308483.38,0.00,56680492.85,468078.09,2159912.44,2159912.44,0.00,95.57,0.00
5,GEREB-009-FEX-22,Supervisão Clínico-Institucional Às Equipes Dos Centros De Atenção Psicossocial (Caps) Do Distrito Federal (Df),"Qualificar As Ações Ofertadas Pelos Serviços De Saúde Mental, Álcool E Outras Drogas No Df Por Meio Da Supervisão Clínico- Institucional Com Vistas À Minimização Dos Impactos Relacionados À Espin Decorrente Da Covid-19, Conforme Orientações Da Art. 2º Portaria Gm/Ms Nº 3.350, De 8 De Dezembro De 2020.",André Vinícius Pires Guerrero,NUSMAD,25027.000096/2021-71,CONVÊNIO PD&I,SES/DF,,57/2022,Estímulo À Inovação,2022-06-02,2027-06-02,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",4117133.33,2287055.14,1991646.00,2196926.98,9600.00,80528.16,80528.16,0.00,96.06,48.37
6,GEREB-010-FEX-22,Oferta Do Curso De Especialização Em Medicina De Família E Comunidade,"Cooperação Técnica E Científica Entre Os Parceiros Para Desenvolver O Projeto ""Oferta De Curso De Especialização Em Medicina De Família E Comunidade"", Na Modalidade De Educação À Distância (Ead), Em Seus Componentes De Ensino, Supervisão E Avaliação, Destinado Aos Médicos, Realizando Formação Em Medicina Da Família E Comunidade (Mfc),No Âmbito Do Programa Médicos Pelo Brasil (Pmpb).",Kellen Cristina Da Silva Gasque,UNASUS,25027.000080/2022-40,CONVÊNIO PD&I,ADAPS,,70/2022,Estímulo À Inovação,2022-06-08,2026-08-08,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",37071299.38,38770957.34,0.00,38554860.98,78782.44,137313.92,137313.92,0.00,99.44,0.00
7,GEREB-021-FIO-22,"Aprimoramento, Qualificação E Gestão De Vigilância Laboratorial","Elaboração E Desenvolvimento De Ações E Estratégias Volt Adas À Estruturação, Qualificação E Melhoria De Gestão Do Componente Laboratorial Da Vigilância Em Saúde.",Noely Fabiana Oliveira De Moura,NEVS,25027.000089/2022-51,TED,MINISTÉRIO DA SAÚDE,TED MS,25/2022,Desenvolvimento Científico E/Ou Tecnológico/ Estímulo À Inovação,2022-09-02,2026-07-20,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",1500000.00,1589336.54,0.00,1589336.54,0.00,0.00,0.00,0.00,100.00,0.00
8,GEREB-024-FIO-22,Programa De Formação A Distância Destinado A Profissionais E Gestores Do Setor De Saúde Que Atuam Nas Políticas De Promoção De Equidade Em Saúde.,"Desenvolver Um Programa Educacional À Distância Pelo Sistema Una-Sus Destinado A Profissionais E Gestores Do Setor De Saúde Voltado Para As Seguintes Políticas De Equidade Em Saúde: I)Da População Negra; Ii)Das Pessoas Com Albinismo; Iii)Da População Quilombola; Iv)Do Povo Cigano/Romani; V)De Adolescentes Em Conflito Com A Lei; Vi)De Imigrantes, Refugiados E Apátridas; Vii)Das Populações Itinerantes; Viii)Dos Direitos Humanos E Saúde; E Ix)Da Gestão E Implantação De Políticas De Equidade No Sus.",Kellen Cristina Da Silva Gasque,UNASUS,25027.000081/2022-94,TED,MINISTÉRIO DA SAÚDE,TED MS,14/2022,Ensino,2022-09-15,2027-02-04,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",2826360.00,3122619.12,0.00,2664687.80,175110.40,282820.92,282820.92,0.00,85.34,0.00
9,GEREB-001-FIO-23,Apoio Ao Monitoramento E Avaliação Do 1° Ciclo Formativo Dos Programas De Provimento De Profissionais De Saúde Do Ministério Da Saúde,"Desenvolver Pesquisas E Soluções De Apoio À Gestão, De Forma A Dar Continuidade Às Ações Da Se/Una-Sus Visando Ao Monitoramento E Avaliação Do 1º Ciclo Formativo Dos Participantes Dos Programas De Provimento De Profissionais De Saúde Do Ms (Ppps).",Kellen Cristina Da Silva Gasque,UNASUS,25027.000362/2022-47,TED,MINISTÉRIO DA SAÚDE,TED MS,79/2022,Ensino,2023-01-06,2027-06-14,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",3500000.00,3182933.44,527815.00,3129850.91,13470.00,39612.53,39612.53,0.00,98.33,15.08
10,GEREB-002-FIO-23,Avaliação Da Morbidade Materna Grave Em Serviços De Assistência Ao Parto E Nascimento No Brasil.,Identificar A Magnitude Da Morbidade Materna Grave E Seus Determinantes Em Maternidades Com Representatividade Nacional.,Maria Do Carmo Leal,COLABORATÓRIO,25027.000354/2022-09,EMENDA PARLAMENTAR,DEP. PAULA BELMONTE,,40530019,Pesquisa,2023-01-10,2027-01-10,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",542153.00,590477.36,1153.00,514749.32,56800.00,18928.04,18928.04,0.00,87.18,0.21
11,GEREB-015-FIO-23,Saúde Das Mulheres E Suas Interseccionalidades.,"Suporte A Formação-Ação Em Promoção E Vigilância Em Saúde, Ambiente E Trabalho - Saúde Das Mulheres E Suas Interseccionalidades.",André Luiz Dutra Fenner,PSAT,25027.000132/2023-69,EMENDA PARLAMENTAR,EMENDA COMISSÃO DEFESA DOS DIREITOS DA MULHER,,50360004,Ensino,2023-09-01,2026-11-01,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",503310.00,293759.31,218310.00,290784.78,2500.00,474.53,474.53,0.00,98.99,43.37
12,GEREB-019-FIO-23,Fortalecimento Das Políticas Públicas De Prevenção De Riscos De Desastres,Suporte Técnico-Científico Ao Departamento De Redução De Risco Desastres Da Secretaria Nacional De Periferias Do Revisão E Qualificação Das Políticas Públicas De Redução De Risco De Desastres.,Wagner De Jesus Martins,COLABORATÓRIO,25027.000254/2023-55,TED,MINISTÉRIO DAS CIDADES,TED MCIDADES,001/2023,Desenvolvimento Científico E/Ou Tecnológico/ Estímulo À Inovação,2023-09-27,2028-09-27,"Ciência, Tecnologia, Saúde E Sociedade",45038140.00,50367617.67,0.00,37330000.73,1785395.34,11252221.60,11252221.60,0.00,74.12,0.00
13,GEREB-018-FIO-23,Aprimoramento Das Práticas Institucionais No Âmbito Do Ministério Da Saúde,"Aprimorar Práticas E Competências Das Diversas Áreas Do Ministério Da Saúde Na Gestão Das Demandas Advindas De Articulações, Bem Como Produzir Dados, Informações E Produtos Que Contribuam Para A Tomada De Decisão Dos Gestores Do Ministério Da Saúde.",José Antonio Silvestre Fernandes Neto,GABINETE,25027.000278/2023-12,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,15/2023,Desenvolvimento Institucional,2023-09-27,2028-09-27,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",183000000.00,116316316.94,69216667.00,107343469.84,2395965.19,6576881.91,6576881.91,0.00,92.29,37.82
14,GEREB-023-FIO-23,"Implementação De Modelo De Governança E Gestão Das Cooperações Técnicas Nacional E Internacional, No Âmbito Do Ministério Da Saúde","Implementar, No Âmbito Do Ministério Da Saúde, Modelo De Governança E Gestão Das Cooperações Técnicas Nacional E Internacional.",Márcio Aldrin França Cavalcante,NUGP,25027.000233/2023-30,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,37/2023,Desenvolvimento Institucional,2023-11-29,2027-11-29,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",60352517.00,42398946.42,19848507.78,32297706.43,271265.45,9829974.54,9829974.54,0.00,76.18,32.89
15,GEREB-021-FIO-23,Fortalecimento Do Programa De Treinamento Em Epidemiologia Aplicada Aos Serviços Do Sus – Nível Intermediário.,"Realizar Cursos De Especialização Visando Melhorar A Capacidade De Detecção, Resposta E Comunicação De Problemas De Saúde Pública, Por Meio Da Capacitação De Profissionais Que Atuam Na Área Da Vigilância Em Saúde Da Esfera Federal, De Estados/Regionais E Municípios Das Diferentes Regiões Do Brasil.",Noely Fabiana Oliveira De Moura,NEVS,25027.000178/2023-88,TED,MINISTÉRIO DA SAÚDE,TED MS,10/2023,Ensino,2023-11-29,2027-11-29,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",4500000.00,4780063.61,450000.00,2052031.87,305220.00,2422811.74,2422811.74,0.00,42.93,10.00
16,GEREB-022-FIO-23,"Desenvolvimento Sustentável Dos Povos E Comunidades Tradicionais De Matriz Africana E De Terreiros, Quilombolas E Ciganos Do Brasil.","Promover O Desenvolvimento Sustentável Dos Povos E Comunidades Tradicionais De Matriz Africana E De Terreiros, Quilombolas E Ciganos Do Brasil.",Denise Oliveira e Silva,PALIN,25027.000354/2023-81,TED,MINISTÉRIO DA IGUALDADE RACIAL,TED MIR,18/2023,Pesquisa,2023-11-29,2027-02-26,Saúde E Sustentabilidade Socioambiental,4803000.00,5268448.86,0.00,4943543.33,82040.93,242864.60,242864.60,0.00,93.83,0.00
17,GEREB-025-FIO-23,Abordagens Intersetoriais E Integradas Para Uma Política De Drogas Para Pessoas No Brasil.,"Promover A Articulação, A Qualificação E A Integração De Políticas Públicas Sobre Drogas Em Municípios Prioritários Das Unidades Da Federação, Com Ênfase Na Prevenção, Articulação Intra E Intersetorial E Formação De Trabalhadores",André Vinícius Pires Guerrero,NUSMAD,25027.000206/2023-67,TED,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,TED MJSP,04/2023,Extensão,2023-12-06,2026-10-24,"Ciência, Tecnologia, Saúde E Sociedade",25748326.34,26866029.55,0.01,25417307.45,232500.00,1216222.10,1216222.10,0.00,94.61,0.00
18,GEREB-029-FIO-23,Inteligência Estratégica Na Transformação Digital Em Saúde.,"Desenvolver Processo De Inteligência Estratégica Baseado Na Transformação Digital Em Saúde Capaz De Promover, Mobilizar E Integrar Conhecimentos E Competências Para Auxiliar No Monitoramento, Na Avaliação E Na Disseminação De Informações Em Saúde.",Wagner De Jesus Martins,COLABORATÓRIO,25027.000375/2023-05,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,39/2023,Desenvolvimento Científico E/Ou Tecnológico/ Estímulo À Inovação,2023-12-14,2027-12-14,"Ciência, Tecnologia, Saúde E Sociedade",5000000.00,4137715.41,1000000.00,3787807.06,212207.52,137700.83,137700.83,0.00,91.54,20.00
19,GEREB-031-FIO-23,Programa De Formação De Agentes Educadoras/Es Populares De Saúde.,"Promover Uma Rede Nacional De Agentes Educadoras/Es Populares De Saúde, Voltada Para O Fortalecimento Do Sus E O Desenvolvimento De Territórios Saudáveis E Sustentáveis, Incentivando E Valorizando As Práticas Tradicionais E Populares De Cuidado, A Comunicação E A Educação Popular Em Saúde.",Osvaldo Peralta Bonetti,ANGICOS,25027.000292/2023-16,TED,MINISTÉRIO DA SAÚDE,TED MS,63/2023,Ensino,2023-12-21,2026-12-07,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",23698852.00,24682134.05,3852.00,24141893.72,250980.00,289260.33,289260.33,0.00,97.81,0.02
20,GEREB-033-FIO-23,"Desenvolvimento E Aprimoramento De Ações Estratégicas De Preparação, Vigilância E Resposta Às Emergências Em Saúde Pública.","Desenvolver E Aprimorar As Ações Estratégicas De Preparação, Vigilância E Resposta Às Emergências Em Saúde Pública.",Márcio Aldrin França Cavalcante,NUGP,25027.000357/2023-15,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,55/2023,Pesquisa,2023-12-21,2028-12-21,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",40991199.00,24675485.41,17200000.00,20707119.35,6420137.34,-2451771.28,-2451771.28,0.00,83.92,41.96
21,GEREB-035-FIO-23,"Capacitação Em Vigilância, Prevenção E Controle De Zoonoses, Doenças De Transmissão Vetorial E De Acidentes Causados Por Animais Peçonhentos E Venenosos, De Relevância Para A Saúde Pública","Promover O Fortalecimento, A Adequação E O Aperfeiçoamento Das Ações E Dos Serviços De Vigilância, Prevenção E O Controle De Zoonoses, Doenças De Transmissão Vetorial E Acidentes Causados Por Animais Peçonhentos E Venenosos, De Relevância Para A Saúde Pública.",Kellen Cristina Da Silva Gasque,UNASUS,25027.000314/2023-30,TED,MINISTÉRIO DA SAÚDE,TED MS,79/2023,Ensino,2023-12-22,2026-11-22,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",3000000.00,2269204.67,1000000.00,628980.05,171846.72,1468377.90,1468377.90,0.00,27.72,33.33
22,GEREB-037-FIO-23,Projeto De Pesquisa Aplicado À Inovação Nos Processos De Auditoria Do Sistema Único De Saúde,Promover Dinâmicas De Inovação Organizacional E Tecnológica Para Inserção Da Auditoria Interna Do Sus Em Um Ecossistema De Auditoria Inteligente Em Saúde.,Wagner De Jesus Martins,COLABORATÓRIO,25027.000353/2023-37,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,65/2023,Estímulo À Inovação,2023-12-22,2027-07-22,"Ciência, Tecnologia, Saúde E Sociedade",19594720.00,12729820.69,7121680.00,11220038.34,199386.78,1310395.57,1310395.57,0.00,88.14,36.34
23,GEREB-001-FIO-24,Educação Permanente Para A Rede De Atenção Psicossocial No Sistema Único De Saúde: Atenção Integral Às Pessoas Em Sofrimento Mental.,"Ofertar Curso De Atualização Na Perspectiva Da Educação Permanente Aos Profissionais Que Atuam Na Raps, De Modo A Fomentar Boas Práticas De Cuidado Que Estejam Em Consonância Com A Estratégia Da Redução De Danos E A Lógica Do Cuidado Em Liberdade.",André Vinícius Pires Guerrero,NUSMAD,25027.000382/2023-07,TED,MINISTÉRIO DA SAÚDE,TED MS,72/2023,Ensino,2023-12-29,2026-12-29,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",41370186.00,42590134.50,1370186.03,39591259.57,2881497.50,117377.43,117377.43,0.00,92.96,3.31
24,GEREB-002-FIO-24,O Ensino Da Saúde Digital No Brasil: Perspectivas E Desafios Na Formação Dos Profissionais De Saúde.,"Investigar A Presença E Abrangência Dos Conteúdos Relacionados À Saúde Digital Nos Currículos De Graduação E Pós-Graduação De Saúde Em Instituições De Ensino Superior Do País, Bem Como As Competências Necessárias Para A Atuação No Sistema Único De Saúde.",Débora Dupas Gonçalves Do Nascimento,UNASUS,25027.000351/2023-48,TED,MINISTÉRIO DA SAÚDE,TED MS,64/2023,Pesquisa,2023-12-28,2027-05-07,"Ciência, Tecnologia, Saúde E Sociedade",2176078.00,1770742.42,576582.00,1129753.44,102260.00,538728.98,538728.98,0.00,63.80,26.50
25,GEREB-003-FIO-24,Fortalecimento Do Centro Nacional De Inteligência Epidemiológica/Cnie Para Ampliar A Capacidade De Análises Epidemiológicas Dos Dados De Interesse Da Secretaria De Vigilância Em Saúde E Ambiente/Svsa/Ms,"Estruturar O Centro Nacional De Inteligência Epidemiológica Potencializando Sua Capacidade De Acesso, Extração, Processamento, Tratamento, Integração E Análise De Dados Epidemiológicos De Interesse Para A Vigilância Em Saúde E Ambiente, Detecção De Emergências Em Saúde E A Preparação Da Resposta, Fortalecendo Na Tomada De Decisões Baseadas Em Evidências, Em Consonância Com A Política Nacional De Vigilância Em Saúde.",Noely Fabiana Oliveira De Moura,NEVS,25027.000383/2023-43,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,82/2023,Desenvolvimento Científico E/Ou Tecnológico/ Estímulo À Inovação,2024-01-03,2029-01-03,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",15200000.00,9158424.24,7035000.00,4278708.03,449240.00,4430476.21,4430476.21,0.00,46.72,46.28
26,GEREB-008-FIO-24,Qualificação Do Cadastro Nacional De Estabelecimentos De Saúde (Cnes): Informação E Gestão Do Trabalho Em Saúde (Infogets).,Desenvolver Estratégias Sustentáveis Para A Atualização Das Informações Da Força De Trabalho Em Saúde No Âmbito Do Cadastro Nacional De Estabelecimentos De Saúde (Cnes-Profissional).,Osvaldo Peralta Bonetti,ANGICOS,25027.000444/2023-72,TED,MINISTÉRIO DA SAÚDE,TED MS,108/2023,Ensino,2024-01-10,2026-12-19,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",5123000.00,5029298.40,256150.00,4682517.03,204500.00,142281.37,142281.37,0.00,93.10,5.00
27,GEREB-009-FIO-24,Territórios Saudáveis E Sustentáveis Na Promoção Do Cuidado: Abordagem Interseccional E Intersetorial Na Promoção Da Saúde.,"Desenvolver Processos De Formação-Ação, Numa Abordagem Interseccional E Intersetorial, Junto Aos Territórios, Visando A Promoção Da Saúde E Estimular E Fortalecer Territórios Saudáveis E Sustentáveis Na Promoção Do Cuidado Com Equidade E O Protagonismo Popular Na Integração Com O Sus.",André Luiz Dutra Fenner,PSAT,25027.000367/2023-51,TED,MINISTÉRIO DA SAÚDE,TED MS,168/2023,Ensino,2024-01-12,2028-01-12,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",24300010.00,20514463.40,6060007.00,13309330.58,1602348.02,5602784.80,5602784.80,0.00,64.88,24.94
28,GEREB-010-FIO-24,Formação Em Políticas Públicas De Saúde Na Área De Concentração De Avaliação De Tecnologias Em Saúde (Mestrado Turma Ats),Formar Profissionais Para Utilizar A Avaliação De Tecnologias Em Saúde Na Tomada De Decisão No Âmbito Do Sistema Único De Saúde (Sus).,Flávia Tavares Silva Elias,PEPTS,25027.000356/2023-71,TED,MINISTÉRIO DA SAÚDE,TED MS,137/2023,Ensino,2024-01-12,2027-06-20,Inovação E Complexo Produtivo Em Saúde,2461725.00,2740271.27,125225.00,1445803.26,579686.97,714781.04,714781.04,0.00,52.76,5.09
29,GEREB-012-FIO-24,Estratégia De Enfrentamento Ao Racismo Na Saúde,"Fortalecimento Da Política Nacional Da Saúde Integral Da População Negra, Desenvolver E Monitorar As Ações Voltadas Para O Enfrentamento Ao Racismo.",Denise Oliveira e Silva,PALIN,25027.000448/2023-51,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,166/2023,Pesquisa,2024-01-24,2027-01-24,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",32210366.00,18528720.38,14952566.02,18324102.79,195972.88,8644.71,8644.71,0.00,98.90,46.42
30,GEREB-013-FIO-24,Fortalecimento Do Acesso A Plantas Medicinais E Fitoterápicos No Sus.,Fortalecimento Da Política Nacional De Plantas Medicinais E Fitoterápicos No Sus.,Wagner De Jesus Martins,COLABORATÓRIO,25027.000445/2023-17,TED,MINISTÉRIO DA SAÚDE,TED MS,142/2023,Extensão,2024-01-24,2028-01-24,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",9000000.00,5292712.59,4000000.00,4083688.85,686462.00,522561.74,522561.74,0.00,77.16,44.44
31,GEREB-014-FIO-24,"Fortalecimento Da Rede De Atenção Psicossocial No Sistema Único De Saúde: Gestão, Formação E Pesquisa.","Apoiar A Reestruturação E O Fortalecimento Da Política Nacional De Saúde Mental, Álcool E Outras Drogas Na Rede De Atenção Psicossocial, Por Meio Da Formação, Monitoramento E Pesquisa, Com Foco Na Equidade E Na Qualidade Do Cuidado.",André Vinícius Pires Guerrero,NUSMAD,25027.000407/2023-64,TED,MINISTÉRIO DA SAÚDE,TED de SUPORTE,86/2023,Pesquisa,2024-01-29,2028-01-29,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",46838859.00,32317769.18,17865457.01,21110806.36,3181231.71,8025731.11,8025731.11,0.00,65.32,38.14
32,GEREB-018-FIO-24,"Casaaben E Centro De Memória – Formação, Comunicação E Informatização","Fomentar O Processo De Resgate, Registro Catalogação, Manutenção, Atualização E O Fortalecimento Da Memória Histórica Da Enfermagem Brasileira, Por Meio Da Caminhada Organizativa Da Categoria Junto À Aben, Como Também, Promover A Educação Permanente, Comunicação E Informação Acerca Da Enfermagem.",Osvaldo Peralta Bonetti,ANGICOS,25027.000178/2024-69,EMENDA PARLAMENTAR,DEP. CARMEN ZANOTTO,,2950003,Pesquisa,2024-07-01,2027-07-01,"Ciência, Tecnologia, Saúde E Sociedade",1000000.00,886668.51,154999.98,651421.71,17500.00,217746.80,217746.80,0.00,73.47,15.50
33,GEREB-019-FIO-24,Trajetórias E Travessias - Formação De Conselheiras E Conselheiros De Saúde E De Liderança Sociais E Populares Para O Controle Social Na Área De Saúde,"Desenvolver Processo Formativo, Orientados Pelas Políticas De Educação Popular Em Saúde E Educação Permanente Para O Controle Social, Como Ferramentas Pedagógicas E Estratégicas De Fortalecimento Da Participação E Controle Social, Com Acolhimento, Troca De Saberes E Impulsionamento Do Protagonismo De Lideranças Comunitárias, Conselheiras E Conselheiros De Saúde, Com Destaque A Proteção De Populações Vulneráveis.",Osvaldo Peralta Bonetti,ANGICOS,25027.000267/2024-13,EMENDA PARLAMENTAR,DEP. DENISE PESSOA,,43530010,Ensino,2024-07-02,2027-04-02,"Ciência, Tecnologia, Saúde E Sociedade",2000000.00,2154066.75,10000.00,1718772.33,300668.80,134625.62,134625.62,0.00,79.79,0.50
34,GEREB-020-FIO-24,A Gente Quer A Vida Como A Vida Quer: A Formação-Ação De Agentes Populares De Equidade Em Saúde No Rio Grande Do Sul,"Formação-Ação Para Agentes Populares De Equidade Em Saúde No Rio Grande Do Sul Abordando A Promoção Da Saúde Com Equidade, Visando Reduzir As Vulnerabilidades E Construindo O Bem Viver Junto Aos Territórios E Comunidades.",André Luiz Dutra Fenner,PSAT,25027.000109/2024-55,EMENDA PARLAMENTAR,DEP. DAIANA SANTOS,,43320013,Ensino,2024-07-02,2027-07-02,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",1500000.00,1571264.28,2000.00,1303277.39,224889.54,43097.35,43097.35,0.00,82.94,0.13
35,GEREB-023-FIO-24,Fortalecimento Das Políticas De Defesa E De Promoção Dos Direitos Humanos Para Os Povos Indígenas Do Estado De Roraima,Reforçar A Rede De Proteção E A Assistência Humanitária Para Apoio Às Pessoas Yanomami E Demais Comunidades Indígenas Em Boa Vista/Rr.,Bruno Leonardo Alves De Andrade,ASSESSORIAS,25027.000286/2024-31,TED,MINISTÉRIO DOS DIREITOS HUMANOS E DA CIDADANIA,TED MDHC,01/2024,Extensão,2024-07-09,2027-07-02,"Atenção, Promoção, Vigilâncias, Geração De Conhecimentos E Formação Para O Sus",10913167.94,9572900.72,2430322.12,6698802.69,1162619.98,1711478.05,1711478.05,0.00,69.98,22.27
36,GEREB-025-FIO-24,Projeto Marta (Manejo Do Risco De Câncer Cervical): Avaliação Do Tratamento E Adesão De Novas Tecnologias,"Avaliar Novas Estratégias De Rastreio, Triagem E Tratamento Cervical Baseados Em Hpv, Em Amostra Autocoletada, Em Serviços Na Comunidade, Na População Feminina Atendida No Sus E/Ou Em Condições De Vulnerabilidade E Que, Também, Têm Risco Acrescido De Desenvolvimento Do Câncer Do Colo Do Útero.",José Antonio Silvestre Fernandes Neto,GABINETE,25027.000256/2024-25,EMENDA PARLAMENTAR,DEP. REGINALDO VERAS,,44490015,Pesquisa,2024-07-10,2027-01-10,"Ciência, Tecnologia, Saúde E Sociedade",1000000.00,1024986.65,0.00,853199.46,95982.43,75804.76,75804.76,0.00,83.24,0.00
37,GEREB-027-FIO-24,Inclusão E Participação Social - Formação De Lideranças Sociais E Conselheiros E Conselheiras De Saúde Para O Controle Social E A Defesa Do Sus.,"Incentivar Processos Formativos De Lideranças Sociais E De Conselheiras E Conselheiros De Saúde, Em Sintonia Com Os Princípios Da Educação Popular Em Saúde E Da Educação Permanente Para O Controle Social No Sus, Visando Fortalecer A Participação Da Sociedade Nos Processos De Formulação E Deliberação Acerca Das Políticas Públicas, Com Foco, Especial Em Promover A Emancipação E Cidadania De Populações Vulnerabilizadas.",Osvaldo Peralta Bonetti,ANGICOS,25027.000245/2024-45,EMENDA PARLAMENTAR,DEP. JACK ROCHA,,4370003,Ensino,2024-07-11,2028-01-11,"Ciência, Tecnologia, Saúde E Sociedade",2300000.00,1870115.60,575000.00,1289931.92,0.00,580183.68,580183.68,0.00,68.98,25.00
